id_dia,nombre_dia,id_catalogo,nombre_catalogo,score
613,Leche condensada La lechera 370 g,1875,Leche condensada Hacendado,74.4
46625,Leche entera calcio Dia Láctea 1 L,1788,Leche desnatada calcio Hacendado,82.9
22489,Leche desnatada calcio Puleva 1 L,1788,Leche desnatada calcio Hacendado,86.3
48888,Leche desnatada omega 3 Dia Láctea 1 L,1786,Leche desnatada Hacendado,78.9
78262,Leche infantil crecimiento Peques 3 Puleva 1 L,1825,Preparado lácteo crecimiento Peques 3 Puleva,72.1
27987,Leche semidesnatada fibra Central Lechera Asturiana 1 L,1775,Leche semidesnatada Asturiana,72.5
163643,Leche evaporada Ideal 525 g,1878,Leche evaporada Hacendado,83.3
119676,Leche desnatada sin lactosa Pascual 1 L,1787,Leche desnatada sin lactosa Hacendado,87.1
83977,Leche crecimiento Peques 2 Puleva 1 L,1825,Preparado lácteo crecimiento Peques 3 Puleva,77.9
104006,Leche desnatada calcio Pascual Movit 1 L,1788,Leche desnatada calcio Hacendado,75.9
112295,Leche semidesnatada calcio Pascual Movit 1 L,1774,Leche semidesnatada calcio Hacendado,78.8
41309,Leche condensada La lechera 450 g,1875,Leche condensada Hacendado,74.4
40297,Bebida láctea crecimiento con cereales +12 meses Nativa 1 L,1828,Preparado lácteo con cereales crecimiento Hacendado +1 año,77.1
307334,Bebida láctea infantil de crecimiento Peques 3 Puleva 3 x 200 ml,1823,Bebida láctea crecimiento y desarrollo Puleva Max,74.3
239520,Leche evaporada sin lactosa Ideal 525 g,1787,Leche desnatada sin lactosa Hacendado,76.7
48888P6,Leche desnatada omega 3 Dia Láctea pack 6 x 1 L,1791,Bebida láctea desnatada omega 3 Hacendado,78.6
46625P6,Leche entera calcio Dia Láctea pack 6 x 1 L,1788,Leche desnatada calcio Hacendado,79.1
30052P6,Leche desnatada omega 3 Puleva pack 6 x 1 L,1789,Bebida láctea Omega 3 Puleva con leche desnatada,77.5
22489P6,Leche desnatada calcio Puleva pack 6 x 1 L,1788,Leche desnatada calcio Hacendado,83.0
121677P6,Bebida láctea omega 3 con nueces Puleva pack 6 x 1 L,1789,Bebida láctea Omega 3 Puleva con leche desnatada,80.9
119676P6,Leche desnatada sin lactosa Pascual pack 6 x 1 L,1787,Leche desnatada sin lactosa Hacendado,84.4
119675P6,Leche semidesnatada sin lactosa Pascual pack 6 x 1 L,1773,Leche semidesnatada sin lactosa Hacendado,86.1
112295P6,Leche semidesnatada calcio Pascual Movit pack 6 x 1 L,1774,Leche semidesnatada calcio Hacendado,76.5
104006P6,Leche desnatada calcio Pascual Movit pack 6 x 1 L,1788,Leche desnatada calcio Hacendado,73.3
148491,Chocolate con leche con trozos de oreo Milka 100 g,2402,Tortitas de arroz con chocolate con leche Hacendado,72.9
285658,Bebida de almendras sin azúcar Alpro 1 L,1803,Bebida de almendras 0% azúcar Hacendado,80.0
203153,Chocolate con leche con trozos de oreo Milka 300 g,2402,Tortitas de arroz con chocolate con leche Hacendado,72.9
285658P6,Bebida de almendras sin azúcar Alpro pack 6 x 1 L,1803,Bebida de almendras 0% azúcar Hacendado,80.6
254523,Chocolate con leche Dolca 100 g,1385,Chocolate con leche fundir Hacendado,82.4
100947,Bollería con pepitas de chocolate con leche Weikis bolsa 240 g,2402,Tortitas de arroz con chocolate con leche Hacendado,72.5
82868,Chocolate con leche y almendras Dia Temptation 150 g,3172,Chocolate con leche Valor almendras enteras,76.4
188647,Chocolate con leche y avellanas enteras Milka 95 g,3178,Chocolate con leche Hacendado almendras enteras,80.5
42594,Galletas de cacao rellenas de crema bañadas con chocolate con leche Galleteca de Dia caja 252 g,2481,Galletas Choco con relleno de crema de cacao Hacendado recubiertas de chocolate con leche,77.3
1721,Chocolate con leche y almendras Nestlé Extrafino 123 g,3169,Chocolate con leche extrafino Nestlé,85.7
82867,Chocolate con leche y avellanas Dia Temptation 150 g,3173,Chocolate con leche Hacendado avellanas troceadas,77.6
12964,Chocolate con leche relleno de galleta choco-swing Milka 300 g,3175,Chocolate con leche Milka galleta,74.2
129428,Bebida láctea infantil de crecimiento con cereales y fruta Peques 3 Puleva 3 x 200 ml,1824,Bebida láctea con cereales crecimiento y desarrollo Puleva Max,77.7
108713,Chocolate con leche y almendras enteras 0% azúcares Valor 150 g,3172,Chocolate con leche Valor almendras enteras,86.0
187847,Chocolate con leche y avellanas Nestlé Extrafino 123 g,3169,Chocolate con leche extrafino Nestlé,85.7
285985,Chocolate con leche y galleta XXL Nestlé Jungly 235 g,3169,Chocolate con leche extrafino Nestlé,74.7
220175,Galletas cubiertas de chocolate con leche Galleteca de Dia caja 150 g,2463,Galletas con chocolate y crema de leche Hacendado,72.2
100267,Galletas rellenas de chocolate estrellas Principe caja 225 g,2453,Galletas rebuenas Hacendado rellenas de chocolate,75.0
184718,Mini barritas de chocolate con leche y avellanas Kinder bolsa 108 g,3193,Barritas crujientes Hacendado bañadas de chocolate con leche,72.4
144409,Grageas de chocolate con leche Lacasitos bolsa 190 g,2480,Galletas Divertidas chocolate con leche Hacendado,73.4
11951,Cacahuete recubierto de chocolate con leche M&M's bolsa 200 g,3186,Cacahuetes Hacendado chocolate con leche,73.4
107473,Barritas de chocolate con leche y avellanas Kinder bolsa 3 x 43 g,3193,Barritas crujientes Hacendado bañadas de chocolate con leche,74.5
126410,Cacahuete recubierto de chocolate con leche M&M's bolsa 45 g,3186,Cacahuetes Hacendado chocolate con leche,73.4
123215,Grageas de chocolate con leche Lacasitos bolsa 80 g,2480,Galletas Divertidas chocolate con leche Hacendado,73.4
101750,Crema de cacao y leche de avellanas dúo Nocilla bote 180 g,3219,Crema al cacao y leche con avellanas Nocilla,81.3
243901,Grageas de chocolate con leche Lacasitos bote 20 g,2480,Galletas Divertidas chocolate con leche Hacendado,73.4
19896,Crema de cacao y leche de avellanas dúo Nocilla bote 620 g,3219,Crema al cacao y leche con avellanas Nocilla,81.3
80291,Puré de patatas con leche Mousline 230 g,3121,Puré de patatas Hacendado en copos,72.4
278911,Barritas de galleta y chocolate con leche Nestlé Extrafino pack 108 g,3169,Chocolate con leche extrafino Nestlé,76.6
310479,Bombones 3 sabores Nestlé Caja Roja bolsa 24 g,3198,Surtido bombones Caja Roja Nestlé,79.3
43949,Barritas de cereales plátano y chocolate con leche Gran Dia caja 150 g,2273,Barritas de cereales Hacendado chocolate con leche,84.2
70230,Bolitas de chocolate rellenas de leche malteada Maltesers bolsa 175 g,3183,Barritas de chocolate con leche Hacendado rellenas de leche,75.5
268342,Crema de cacao y leche de avellanas dúo 0% Nocilla bote 180 g,3219,Crema al cacao y leche con avellanas Nocilla,80.9
159579,Barritas de barquillo recubierta de chocolate con leche Huesitos bolsa 120 g,3182,Barritas de barquillo Huesitos bañadas de chocolate con leche,84.8
156688,Barritas de galleta recubiertas de chocolate con leche Kit Kat bolsa 41.5 g,3183,Barritas de chocolate con leche Hacendado rellenas de leche,74.8
300067,Chocolate con leche Dia Temptation 100 g,1474,Natillas de chocolate con leche Hacendado,76.9
300974,Chocolate con leche con galleta Dia Temptation 100 g,3175,Chocolate con leche Milka galleta,75.9
300936,Chocolate con leche con relleno cremoso Nestlé Extrafino 100 g,3169,Chocolate con leche extrafino Nestlé,78.3
307163,Chocolate con leche y galleta Nestlé Jungly 90 g,3169,Chocolate con leche extrafino Nestlé,78.5
310663,Chocolate con leche edición limitada Nestlé Extrafino 90 g,3169,Chocolate con leche extrafino Nestlé,80.9
55979,Chocolate con leche bubbly Milka 90 g,3170,Chocolate con leche Milka,87.7
256290,Chocolate con leche relleno de brownie oreo Milka 100 g,3183,Barritas de chocolate con leche Hacendado rellenas de leche,73.5
299365,Chocolate con leche y almendras 0% azúcares añadidos Trapa 100 g,3174,Chocolate extrafino con leche Hacendado 0% azúcares añadidos,74.1
49474,Chocolate con leche milkinis Milka bolsa 87.5 g,3170,Chocolate con leche Milka,79.4
161191,Chocolate con leche relleno de galleta lu Milka 87 g,3175,Chocolate con leche Milka galleta,82.5
309240,Chocolate con leche relleno de trocitos de maíz Nestlé Extrafino 84 g,3169,Chocolate con leche extrafino Nestlé,72.0
310422,Chocolate con leche con almendras enteras Nestlé 100 g,3178,Chocolate con leche Hacendado almendras enteras,87.1
310421,Chocolate con leche con avellanas enteras Nestlé 100 g,3178,Chocolate con leche Hacendado almendras enteras,77.6
101748,Crema de cacao y leche de avellanas dúo Nocilla bote 360 g,3219,Crema al cacao y leche con avellanas Nocilla,81.3
255048,Cápsulas de café con leche Dolce Gusto 30 unidades,2583,Café con leche en cápsula Dolce Gusto,87.2
228021,Cápsulas de café con leche Marcilla 16 unidades,2584,Café con leche en cápsula Hacendado,76.2
240969,Cápsulas de café con leche intenso Dolce Gusto 16 unidades,2583,Café con leche en cápsula Dolce Gusto,79.1
273107,Barrita de chocolate con leche nutrageous Reese's bolsa 47 g,3183,Barritas de chocolate con leche Hacendado rellenas de leche,75.5
308046,Barrita de chocolate con leche flake Cadbury bolsa 32 g,2273,Barritas de cereales Hacendado chocolate con leche,78.6
153635,Barritas de chocolate con leche con chocochips Bicentury caja 128 g,2273,Barritas de cereales Hacendado chocolate con leche,75.0
244936,Tortitas de arroz con chocolate con leche y avellanas Bicentury bolsa 142 g,2402,Tortitas de arroz con chocolate con leche Hacendado,78.8
60325,Queso mini Babybel 120 g,2373,Queso en porciones mini Babybel,73.5
310298,Conejo de Pascua de chocolate con leche 80 g,2478,Rosquillas de chocolate con leche y coco Hacendado,73.4
306555,Barrita de galleta y chocolate con leche Nestlé Extrafino bolsa 1 unidad,3169,Chocolate con leche extrafino Nestlé,75.8
27971,Papilla líquida 8 cereales con miel Nestlé caja 2 x 250 ml,3460,Papilla 8 cereales con miel Nestlé +6 meses,80.9
241808,Batido de chocolate sin lactosa Puleva 6 x 200 ml,1817,Batido de chocolate 90% leche Puleva,75.3
134753,Batido de fresa Dia Láctea 6 x 200 ml,1821,Batido sabor fresa Hacendado,72.2
143005,Café soluble 3 en 1 Nescafé 180 g,2814,Café soluble descafeinado Hacendado,73.1
167442,Bebida de almendras Alpro 1 L,1803,Bebida de almendras 0% azúcar Hacendado,81.5
1546,Cafe capuccino Nescafé 140 g,2820,Café con leche cappuccino Hacendado,80.9
167442P6,Bebida de almendras Alpro pack 6 x 1 L,1803,Bebida de almendras 0% azúcar Hacendado,82.1
163737P6,Bebida de avena Alpro pack 6 x 1 L,1799,Bebida de avena Alitey,80.0
293332P6,Bebida de avena 0% azúcares Dia Vegedia pack 6 x 1 L,1812,Bebida de avena Hacendado 0% azúcar,75.8
285659,Bebida de avena sin azúcar Alpro 1 L,1812,Bebida de avena Hacendado 0% azúcar,80.7
285659P6,Bebida de avena sin azúcar Alpro pack 6 x 1 L,1812,Bebida de avena Hacendado 0% azúcar,78.0
267684P6,Bebida de almendras 0% azúcares Dia Vegedia pack 6 x 1 L,1803,Bebida de almendras 0% azúcar Hacendado,78.4
294323P6,Bebida de soja 0% azúcares Dia Vegedia pack 6 x 1 L,1811,Bebida de soja sabor vainilla Hacendado 0% azúcar,75.9
268201,Mantequilla sin sal Dia Láctea 250 g,2027,Mantequilla sin sal añadida Hacendado,82.6
294946,Natillas sabor vainilla Dia Caprichoso pack 4 x 125 g,1473,Natillas sabor vainilla con galleta Hacendado,74.7
307407,Bebida de avena con cacao Dia Vegedia 1 L,1809,Bebida de avena con café Hacendado,72.1
275563,Margarina con sal Tulipán 400 g,2034,Margarina con sal Hacendado,81.0
301055,Alimento para gatos completo bolsa 7 Kg,3548,Alimento completo para periquitos Granzoo,75.4
295078,Batido de cacao energy Colacao botella 4 x 188 ml,1818,Batido de chocolate ColaCao Energy,78.9
1914,Batido de chocolate Cacaolat botella 1 L,1815,Batido de chocolate Hacendado,74.5
26053,Horchata Dia 1 L,3049,Helado de horchata Hacendado,73.3
304821,Batido de chocolate Cacaolat 4 x 200 ml,1815,Batido de chocolate Hacendado,76.0
2274,Bebida de soja Alpro 1 L,1802,Bebida de soja 0% azúcar Hacendado,77.3
5137,Horchata Chufi 1 L,1808,Horchata de chufa Hacendado,83.9
307408P6,Bebida de avena con café Dia Vegedia pack 6 x 1 L,1809,Bebida de avena con café Hacendado,77.4
2274P6,Bebida de soja Alpro pack 6 x 1 L,1802,Bebida de soja 0% azúcar Hacendado,78.3
72791,Yogur sabor fresa y plátano Dia Láctea pack 8 x 125 g,1180,Yogur griego sabor fresa Hacendado,81.6
295081,Yogur estilo griego natural con azúcar de caña Dia Fidias tarrina 1 kg,1182,Yogur griego natural Hacendado con azúcar de caña,75.0
265284,Petit de fresa líquido Dia Láctea pack 4 x 80 g,1134,Yogur líquido de fresa Hacendado,73.9
5684,Yogur desnatado con frutas Dia Láctea pack 8 x 125 g,711,Yogur con frutas Hacendado,72.7
128591,Yogur natural desnatado Dia Láctea pack 6 x 125 g,698,Yogur natural Danone,75.6
294221,Yogur griego stracciatella Danone vaso 4 x 110 g,1179,Yogur griego stracciatella Hacendado,78.8
142181,Yogur griego natural Danone pack 4 x 110 g,698,Yogur natural Danone,81.6
272537,Yogur natural azucarado Dia Láctea pack 8 x 125 g,700,Yogur natural de cabra Hacendado,80.9
303223,Postre lácteo natural alto en proteína Dia Láctea pack 4 x 120 g,572,Postre lácteo natural +Proteínas Hacendado 0% MG 12 g proteínas,79.5
131735,Yogur líquido de fresa Actimel pack 12 x 100 g,1134,Yogur líquido de fresa Hacendado,77.2
104887,Yogur con fresa Danone pack 2 x 130 g,706,Yogur sabor fresa Danone,79.2
266733,Yogur griego stracciatella Oikos pack 4 x 110 g,1179,Yogur griego stracciatella Hacendado,86.7
231491,Yogur de fresa líquido Danonino pack 4 x 70 g,1134,Yogur líquido de fresa Hacendado,80.0
248781,Postre de soja sabor arándanos y frutos rojos Alpro pack 4 x 125 g,861,Postre de soja sabor arándanos Alpro,80.9
13964,Yogur natural azucarado Danone pack 4 x 120 g,697,Yogur natural con azúcar de caña Hacendado,81.2
174311,Yogur con plátano y fresa Hero bolsa 100 g,1181,Yogur griego con fresa Hacendado,75.0
208913,Postre lácteo infantil con puré de plátano Nestlé Yogolino bolsa 100 g,922,Postre lácteo infantil de fresa y plátano Hacendado +8 meses,72.0
303364,Alimento infantil lácteo con puré de fresa y plátano Dia Fruticampo bolsa 100 g,922,Postre lácteo infantil de fresa y plátano Hacendado +8 meses,74.5
108586,Queso semicurado Dia El Cencerro 250 g,2171,Queso semicurado de cabra Hacendado,77.2
115669,Queso fresco de Burgos Dia Láctea 4 x 62.5 g,2052,Queso fresco de cabra Hacendado,80.0
115196,Queso fresco de vaca Dia El Cencerro 250 g,2050,Queso fresco de vaca Burgo de Arias,76.1
263519,Queso de untar natural light Dia Láctea 250 g,2020,Queso untar light de vaca Hacendado,75.5
263674,Queso semicurado cortado Dia El Cencerro 250 g,2170,Queso semicurado mezcla Hacendado cortado en cuñitas,73.2
265592,Queso fresco de cabra Dia El Cencerro 250 g,2052,Queso fresco de cabra Hacendado,72.4
304699,Queso tierno mezcla Dia El Cencerro 1 Kg,2178,Queso tierno mezcla Hacendado cortado en cuñitas,76.7
127523,Queso en porciones La Vaca que ríe 250 g,2374,Queso fundido con palitos La vaca que ríe,74.7
255335,Queso fresco bajo en sal Dia Láctea 4 x 62.5 g,2052,Queso fresco de cabra Hacendado,72.3
310168,Queso de untar natural Soignon 140 g,2025,Queso untar sin lactosa de vaca Hacendado,72.1
296054,Crema de queso de cabra Dia Láctea 125 g,2021,Crema de queso camembert Hacendado,80.9
11464,Mandarina malla 1 Kg,60,Mandarina,75.0
295594,Rulo de queso de vaca Dia Láctea 140 g,2181,Queso tierno gouda de vaca Hacendado,76.6
216799,Magdalenas con mantequilla La abuela bolsa 450 g,2418,Galletas de mantequilla Hacendado Belgas,72.7
300935,Huevo de chocolate con smarties Nestlé Extrafino 40 g,3169,Chocolate con leche extrafino Nestlé,78.6
76578,Huevos de chocolate con sorpresa 3 unidades Kinder caja 60 g,3190,Huevo sorpresa de chocolate Hacendado,79.4
129278,Tarta laminada nata y chocolate Dia Temptation 525 g,3073,Tarta helada nata y chocolate Hacendado,72.0
305811,Frutos rojos congelados Dia Fruticampo bolsa 300 g,1217,Torrijas fritas congeladas,73.5
166057,Mango bandeja 2 unidades,101,Mango,83.3
190387,Arándanos vaso 170 g,122,Arándanos,78.3
305810,Fresas congeladas Dia Fruticampo bolsa 300 g,2859,Porras Hacendado congeladas,82.4
28887,Melón piel de sapo unidad 2.5 Kg aprox.,50,Melón piel de sapo,78.3
11467,Naranjas de mesa malla 2 Kg,61,Naranja de mesa,81.1
32070,Aguacate light unidad,95,Aguacate,72.7
245089,Aguacate bio bandeja 400 g,95,Aguacate,80.0
49588,Melocotón en almíbar sin azúcares añadidos Dia Fruticampo 480 g,2993,Melocotón light Hacendado sin azúcares añadidos,81.0
276992,Piña en su jugo en rodajas Del monte lata 3 x 140 g,2991,Piña en su jugo Hacendado rodajas,75.4
190851,Pomelo 2 unidades,63,Pomelo,85.7
298235,Bebida de zumo de piña sin azúcares añadidos Juver Disfruta 1.5 L,471,Bebida de piña Hacendado sin azúcares añadidos,73.5
146298,"Zumo de piña, manzana y uva pack 6 x 200 ml",470,Zumo de piña y uva Hacendado,75.0
265817,Vino blanco Oceanus 75 cl,311,Vino blanco Don Simón,75.0
135272,Mermelada de fresa extra Dia Fruticampo frasco 390 g,3100,Mermelada de fresa Hacendado,73.5
277824,Dulce de membrillo Dia Fruticampo tarrina 350 g,2998,Dulce de membrillo taco Hacendado,85.7
135271,Mermelada de melocotón extra Dia Fruticampo frasco 390 g,3104,Mermelada de melocotón Hacendado,77.2
148313,Mermelada de albaricoque extra Dia Fruticampo frasco 390 g,3107,Mermelada de albaricoque Hacendado,78.7
212874,Mermelada de arándanos extra Dia Fruticampo frasco 320 g,3103,Mermelada de arándanos Hacendado,77.2
20568,Mermelada de fresa extra Dia Fruticampo frasco 650 g,3100,Mermelada de fresa Hacendado,73.5
54878,Calabacín crü 400 g,52,Calabacín verde,78.6
20586,Mermelada de melocotón extra Dia Fruticampo frasco 650 g,3104,Mermelada de melocotón Hacendado,77.2
213266,Mermelada de tomate extra Dia Fruticampo frasco 320 g,3102,Mermelada de tomate Hacendado,74.5
212872,Mermelada de frambuesa extra Dia Fruticampo frasco 320 g,3110,Mermelada de frambuesa Hacendado,77.2
246214,Mermelada de melocotón 0% azúcares añadidos Hero frasco 280 g,3115,Confitura de melocotón Hacendado 0% azúcares añadidos,73.5
306538,Mermelada de ciruela 0% sin azúcares añadidos Dia Fruticampo frasco 330 g,3114,Confitura de fresa Hacendado 0% azúcares añadidos,72.5
211535,Mermelada de fresa 0% azúcares añadidos Helios pack 10 x 25 g,2423,Galletas de espelta Hacendado 0% azúcares añadidos,72.7
93,Calabacín unidad 350 g aprox.,54,Calabacín blanco,75.0
265079,"Brócoli, coliflor y zanahoria Dia Vegecampo 1 Kg",2222,"Coliflor, brócoli y zanahoria Hacendado ultracongelada",75.9
165430,Espárrago verde grueso manojo aprox. 250 g,147,Espárragos verdes gruesos,72.1
190539,Judía redonda bandeja 250 g,136,Judía verde redonda,81.2
301318,Tomate Murice bandeja 400 g,2111,Tomate frito Hacendado,72.0
10770,Tomate Adora bandeja 300 g,17,Tomate pera,78.3
191539,Perejil manojo 50 g,1947,Ajo y Perejil Hacendado,81.5
42184,Alcachofa 250 g aprox.,135,Alcachofa,72.0
272828,Lechuga iceberg lavada Dia Vegecampo bolsa 200 g,78,Lechuga iceberg cortada y lavada,76.5
307915,Tomate Monterosa bandeja 500 g,27,Tomate rosa,81.5
27906,Crema de verduras Dia Al Punto 500 ml,3119,Crema de pollo Hacendado con verduras,73.7
275117,Ensaladilla Findus 800 g,1931,Ensaladilla rusa Hacendado,82.4
309226,Crema de verduras Dia Al Punto 300 g,3119,Crema de pollo Hacendado con verduras,73.7
250990,Crema de pollo con verduras Gallina Blanca 500 ml,3119,Crema de pollo Hacendado con verduras,78.3
309225,Crema de calabaza Dia Al Punto 300 g,3120,Crema de calabaza Hacendado,72.3
130332,Alimento para perros completo Friskies bolsa 10 Kg,3548,Alimento completo para periquitos Granzoo,75.9
191535,Cebolla malla 750 g,577,Morcilla de cebolla,75.0
25904,Corazones de cogollos 6 unidades,86,Cogollos corazón de lechuga,76.0
50664,Repollo liso unidad 2 Kg aprox.,66,Repollo liso,77.4
132920,Cebolla dulce malla 1 Kg,577,Morcilla de cebolla,78.9
310378,Tomate Bárbaro 400 g,16,Tomate canario,78.6
277976,Tomates cherry pera bandeja 200 g,20,Tomates cherry,84.8
307912,Champiñón grande bandeja 390 g,2956,Champiñón laminado Hacendado,76.5
40250,Pimientos rojos asados Campo rico bandeja 350 g,2962,Pimientos asados en tiras Hacendado,72.4
304779,Jengibre bio bandeja 100 g,124,Jengibre,80.0
13049,Judías verdes planas Dia Vegecampo 360 g,2965,Judías verdes planas Hacendado,74.1
171371,Judías verdes redondas Dia Vegecampo 360 g,2961,Judías verdes redondas Hacendado,75.9
264288,Corazones de alcachofas Dia Vegecampo 165 g,2963,Corazones de alcachofa Hacendado,74.6
303262,Champiñones laminados Dia Vegecampo 2 x 105 g,103,Champiñones laminados limpios,75.8
52958,Espárragos blancos muy gruesos 6/12 piezas Dia Vegecampo 320 g,2972,Espárragos blancos muy gruesos Hacendado cortos,72.1
276528,Corazones de alcachofas Dia Vegecampo 330 g,2963,Corazones de alcachofa Hacendado,74.6
100879,Corazones de alcachofas Dia Vegecampo 115 g,2963,Corazones de alcachofa Hacendado,74.6
289853,Corazones de alcachofas aliñadas Exito 170 g,2963,Corazones de alcachofa Hacendado,73.3
206720,Pimientos del piquillo enteros Carretilla 260 g,2958,Pimientos del piquillo enteros Hacendado extra,77.9
2513,Espárragos blancos cortos Carretilla 110 g,2953,Espárragos blancos delgados Hacendado cortos,74.3
261242,Carne picada de vacuno y cerdo Selección de Dia 900 g,774,Preparado de carne picada vacuno y cerdo,75.9
244789,Burger de cerdo y vacuno 6 unidades Selección de Dia 540 g,768,Mini burgers de vacuno y cerdo,74.0
124733,Redondo de pollo asado La Carloteña 340 g,1278,Lomo asado La Carloteña lonchas,72.7
274104,Pechuga de pollo Dia Nuestra Alacena 200 g,1268,Tiras de pechuga de pollo al natural Hacendado,72.2
308784,Caldo de pollo con jamón Gallina Blanca 1 L,3084,Caldo de pollo casero Gallina Blanca,85.3
159230,Caldo de pollo Gallina Blanca 2 x 1 L,3084,Caldo de pollo casero Gallina Blanca,86.6
290890,Caldo de pollo gourmet Gallina Blanca 1 L,3084,Caldo de pollo casero Gallina Blanca,79.5
186682,Sopa de cocido con fideos Gallina Blanca 72 g,3075,Sopa de pollo Gallina Blanca con fideos finos,77.6
525,Sopa de ave con fideos Gallina Blanca 76 g,3075,Sopa de pollo Gallina Blanca con fideos finos,80.5
162857,Noodles de pollo con soja Gallina Blanca 79 g,3075,Sopa de pollo Gallina Blanca con fideos finos,72.9
118021,Sopa de pollo con fideos baja en sal Gallina Blanca 68 g,3075,Sopa de pollo Gallina Blanca con fideos finos,81.2
1767,Sopa de pollo con maravilla Gallina Blanca 85 g,3075,Sopa de pollo Gallina Blanca con fideos finos,73.6
150915,Caldo de pollo bajo en sal Gallina Blanca 1 L,3084,Caldo de pollo casero Gallina Blanca,77.9
197610,Noodles de pollo yakisoba Gallina Blanca Yatekomo 93 g,1753,Fideos orientales Yatekomo sabor pollo Gallina Blanca,78.4
308834,Noodles pollo Gallina Blanca Yatekomo 79 g,1753,Fideos orientales Yatekomo sabor pollo Gallina Blanca,75.6
235248,Noodles de pollo Gallina Blanca Yatekomo 2 x 60 g,1753,Fideos orientales Yatekomo sabor pollo Gallina Blanca,77.9
304350,Caldo de pollo Aneto 500 ml,3083,Caldo de pollo Hacendado,82.4
297553,Caldo de pollo con jamón gourmet Gallina Blanca 1 L,3084,Caldo de pollo casero Gallina Blanca,77.1
228641,Noodles de pollo yakisoba Gallina Blanca Yatekomo 93 g,1753,Fideos orientales Yatekomo sabor pollo Gallina Blanca,78.4
295317,Pastillas de caldo de pollo Dia Al Punto 24 unidades,3096,Caldo de pollo Hacendado en pastillas,74.3
137167,Maxi York Elpozo 300 g,1291,Maxi york Hacendado,72.0
235039,Tortitas de maíz sabor jamón ibérico Bicentury bolsa 123.5 g,2404,Tortitas de maíz con sabor a jamón Hacendado,75.3
308072,Patatas fritas onduladas sabor york queso Dia Snack Maniac 150 g,1014,Patatas fritas onduladas sabor jamón serrano Hacendado,72.5
15976,Chorizo Revilla 65 g,578,Chorizo oreado,75.9
50597,Mejillones en escabeche Dia Mari Marinera 3 x 43 g,2783,Mejillones en escabeche Hacendado medianos,74.7
62059,Filetes de bacalao Pescanova 400 g,3089,Fumet caldo de pescado Hacendado,72.0
262432,Atún claro en aceite de oliva Dia Mari Marinera 6 x 60 g,2737,Atún claro en aceite de girasol Hacendado,75.0
182509,Sardinillas en aceite de oliva Dia Mari Marinera 2 x 65 g,2753,Sardinillas en aceite de oliva Hacendado,75.0
